CourseID,Title,Type,Description,Level,Duration,Rating,Price,URL
15773748,Introduction to Network Analysis in Python,python,"This course will equip you with the skills to analyze, visualize, and make sense of networks using the NetworkX library.",Intermediate,1 months,3.7,Free,https://www.datacamp.com//courses/introduction-to-network-analysis-in-python
24739335,Supervised Learning with scikit-learn,python,Learn how to build and tune predictive models and evaluate how well they'll perform on unseen data.,Expert,12 months,4.0,Free,https://www.datacamp.com//courses/supervised-learning-with-scikit-learn
23334860,Introduction to SQL,sql,"Master the basics of querying tables in relational databases such as MySQL, SQL Server, and PostgreSQL.",Expert,3 months,2.6,Paid,https://www.datacamp.com//courses/introduction-to-sql
86184020,Case Studies: Manipulating Time Series Data in R,r,Strengthen your knowledge of the topics covered in Manipulating Time Series in R using real case study data.,Beginner,1 months,4.9,Paid,https://www.datacamp.com//courses/case-studies-manipulating-time-series-data-in-r
33514958,Introduction to Deep Learning in Python,python,Learn the fundamentals of neural networks and how to build deep learning models using Keras 2.0.,Intermediate,3 months,2.0,Free,https://www.datacamp.com//courses/introduction-to-deep-learning-in-python
93784917,Object-Oriented Programming with S3 and R6 in R,r,Manage the complexity in your code using object-oriented programming with the S3 and R6 systems.,Beginner,4 months,4.1,Free,https://www.datacamp.com//courses/object-oriented-programming-with-s3-and-r6-in-r
54291956,Sentiment Analysis in R,r,"Learn sentiment analysis by identifying positive and negative language, specific emotional intent and making compelli...",Beginner,4 months,2.1,Free,https://www.datacamp.com//courses/sentiment-analysis-in-r
22370832,Cleaning Data in Python,python,This course will equip you with all the skills you need to clean your data in Python.,Expert,5 months,5.0,Free,https://www.datacamp.com//courses/cleaning-data-in-python
48140400,Unsupervised Learning in Python,python,"Learn how to cluster, transform, visualize, and extract insights from unlabeled datasets using scikit-learn and scipy.",Beginner,12 months,3.0,Free,https://www.datacamp.com//courses/unsupervised-learning-in-python
80945521,Visualizing Time Series Data in R,r,"Learn how to visualize time series in R, then practice with a stock-picking case study.",Beginner,6 months,4.2,Paid,https://www.datacamp.com//courses/visualizing-time-series-data-in-r
16986804,Life Insurance Products Valuation in R,r,"Learn the basics of cash flow valuation, work with human mortality data and build life insurance products in R.",Intermediate,12 months,4.8,Paid,https://www.datacamp.com//courses/life-insurance-products-valuation-in-r
23547098,Foundations of Probability in R,r,"In this course, you'll learn about the concepts of random variables, distributions, and conditioning.",Intermediate,7 months,4.5,Paid,https://www.datacamp.com//courses/foundations-of-probability-in-r
40222400,Scalable Data Processing in R,r,Learn how to write scalable code for working with big data in R using the bigmemory and iotools packages.,Intermediate,7 months,2.1,Free,https://www.datacamp.com//courses/scalable-data-processing-in-r
77114451,Case Study: School Budgeting with Machine Learning i...,python,Learn how to build a model to automatically classify items in a school budget.,Beginner,6 months,4.0,Paid,https://www.datacamp.com//courses/case-study-school-budgeting-with-machine-learning-in-python
34693703,Introduction to R for Finance,r,Learn essential data structures such as lists and data frames and apply that knowledge directly to financial examples.,Expert,9 months,3.1,Paid,https://www.datacamp.com//courses/introduction-to-r-for-finance
21155168,Intermediate R for Finance,r,"Learn about how dates work in R, and explore the world of if statements, loops, and functions using financial examples.",Expert,3 months,4.1,Paid,https://www.datacamp.com//courses/intermediate-r-for-finance
40795755,Supervised Learning in R: Classification,r,In this course you will learn the basics of machine learning for classification.,Beginner,5 months,4.6,Paid,https://www.datacamp.com//courses/supervised-learning-in-r-classification
46557637,String Manipulation with stringr in R,r,"Learn how to pull character strings apart, put them back together and use the stringr package.",Intermediate,9 months,2.2,Free,https://www.datacamp.com//courses/string-manipulation-with-stringr-in-r
91475565,Writing Efficient R Code,r,"Learn to write faster R code, discover benchmarking and profiling, and unlock the secrets of parallel programming.",Beginner,5 months,2.6,Free,https://www.datacamp.com//courses/writing-efficient-r-code
92156583,Forecasting in R,r,Learn how to make predictions about the future using time series forecasting in R.,Intermediate,12 months,2.8,Free,https://www.datacamp.com//courses/forecasting-in-r
33641350,Machine Learning with Tree-Based Models in R,r,"In this course, you'll learn how to use tree-based models and ensembles for regression and classification.",Beginner,2 months,3.6,Free,https://www.datacamp.com//courses/machine-learning-with-tree-based-models-in-r
54508326,Working with Web Data in R,r,Learn how to efficiently import data from the web into R.,Expert,4 months,3.9,Free,https://www.datacamp.com//courses/working-with-web-data-in-r
37100989,Quantitative Risk Management in R,r,"Work with risk-factor return series, study their empirical properties, and make estimates of value-at-risk.",Beginner,10 months,2.6,Paid,https://www.datacamp.com//courses/quantitative-risk-management-in-r
60157309,Spatial Statistics in R,r,Learn how to make sense of spatial data and deal with various classes of statistical problems associated with it.,Expert,7 months,4.6,Free,https://www.datacamp.com//courses/spatial-statistics-in-r
99714593,Data Visualization with lattice in R,r,Learn to visualize multivariate datasets using lattice graphics.,Intermediate,11 months,2.3,Paid,https://www.datacamp.com//courses/data-visualization-with-lattice-in-r
85851602,Introduction to Spark with sparklyr in R,r,Learn how to analyze huge datasets using Apache Spark and R using the sparklyr package.,Expert,10 months,3.3,Paid,https://www.datacamp.com//courses/introduction-to-spark-with-sparklyr-in-r
47931917,Data Types for Data Science in Python,python,"Consolidate and extend your knowledge of Python data types such as lists, dictionaries, and tuples, leveraging them t...",Expert,7 months,2.2,Paid,https://www.datacamp.com//courses/data-types-for-data-science-in-python
64629737,Sentiment Analysis in R: The Tidy Way,r,"In this course, you will the learn principles of sentiment analysis from a tidy data perspective.",Intermediate,10 months,3.8,Paid,https://www.datacamp.com//courses/sentiment-analysis-in-r-the-tidy-way
33506737,Intermediate Network Analysis in Python,python,"Analyze time series graphs, use bipartite graphs, and gain the skills to tackle advanced problems in network analytics.",Beginner,7 months,2.9,Free,https://www.datacamp.com//courses/intermediate-network-analysis-in-python
59260071,Multiple and Logistic Regression in R,r,In this course you'll learn to add multiple variables to linear models and to use logistic regression for classificat...,Intermediate,10 months,2.5,Free,https://www.datacamp.com//courses/multiple-and-logistic-regression-in-r
12342434,Inference for Linear Regression in R,r,In this course you'll learn how to perform inference using linear models.,Intermediate,9 months,2.9,Paid,https://www.datacamp.com//courses/inference-for-linear-regression-in-r
52539147,Introduction to Natural Language Processing in Python,python,Learn fundamental natural language processing techniques using Python and how to apply them to extract insights from ...,Beginner,10 months,3.5,Free,https://www.datacamp.com//courses/introduction-to-natural-language-processing-in-python
59686544,Building Chatbots in Python,python,Learn the fundamentals of how to build conversational bots using rule-based systems as well as machine learning.,Beginner,5 months,2.8,Free,https://www.datacamp.com//courses/building-chatbots-in-python
98324380,Extreme Gradient Boosting with XGBoost,python,Learn the fundamentals of gradient boosting and build state-of-the-art machine learning models using XGBoost to solve...,Intermediate,3 months,4.8,Paid,https://www.datacamp.com//courses/extreme-gradient-boosting-with-xgboost
22168260,Equity Valuation in R,r,Learn the fundamentals of valuing stocks.,Intermediate,10 months,3.0,Paid,https://www.datacamp.com//courses/equity-valuation-in-r
39081111,Case Studies: Building Web Applications with Shiny in R,r,Practice your Shiny skills while building some fun Shiny apps for real-life scenarios!,Intermediate,1 months,3.3,Free,https://www.datacamp.com//courses/case-studies-building-web-applications-with-shiny-in-r
29413875,Supervised Learning in R: Regression,r,"In this course you will learn how to predict future events using linear regression, generalized additive models, rand...",Intermediate,8 months,4.1,Free,https://www.datacamp.com//courses/supervised-learning-in-r-regression
38421166,Importing and Managing Financial Data in Python,python,"In this course, you'll learn how to import and manage financial data in Python using various tools and sources.",Intermediate,7 months,3.3,Paid,https://www.datacamp.com//courses/importing-and-managing-financial-data-in-python
66148693,Optimizing R Code with Rcpp,r,Use C++ to dramatically boost the performance of your R code.,Intermediate,12 months,3.4,Paid,https://www.datacamp.com//courses/optimizing-r-code-with-rcpp
72239638,Manipulating Time Series Data in Python,python,In this course you'll learn the basics of working with time series data.,Beginner,12 months,4.8,Paid,https://www.datacamp.com//courses/manipulating-time-series-data-in-python
21968066,Time Series Analysis in Python,python,In this course you'll learn the basics of analyzing time series data.,Expert,7 months,4.4,Free,https://www.datacamp.com//courses/time-series-analysis-in-python
41295374,Parallel Programming with Dask in Python,python,Learn how to take the Python workflows you currently have and easily scale them up to large datasets without the need...,Expert,3 months,3.1,Free,https://www.datacamp.com//courses/parallel-programming-with-dask-in-python
40822551,Spatial Analysis with sf and raster in R,r,Analyze spatial data using the sf and raster packages.,Intermediate,12 months,3.1,Paid,https://www.datacamp.com//courses/spatial-analysis-with-sf-and-raster-in-r
40718332,Introduction to PySpark,python,"Learn to implement distributed data management and machine learning in
Spark using the PySpark package.",Beginner,10 months,2.7,Free,https://www.datacamp.com//courses/introduction-to-pyspark
61446567,Network Analysis in R,r,In this course you'll learn to analyze and visualize network data with the igraph package.,Intermediate,9 months,2.3,Free,https://www.datacamp.com//courses/network-analysis-in-r
68281184,Case Studies in Statistical Thinking,python,Take vital steps towards mastery as you apply your statistical thinking skills to real-world data sets and extract ac...,Expert,4 months,3.7,Free,https://www.datacamp.com//courses/case-studies-in-statistical-thinking
59097073,Joining Data in SQL,sql,"Join two or three tables together into one, combine tables using set theory, and work with subqueries in PostgreSQL.",Expert,9 months,2.5,Free,https://www.datacamp.com//courses/joining-data-in-postgresql
62107580,Introduction to the Tidyverse,r,"Get started on the path to exploring and visualizing your own data with the tidyverse, a powerful and popular collect...",Intermediate,7 months,3.6,Paid,https://www.datacamp.com//courses/introduction-to-the-tidyverse
25502578,Introduction to Shell,shell,"The Unix command line helps users combine existing programs in new ways, automate repetitive tasks, and run programs ...",Intermediate,4 months,4.9,Paid,https://www.datacamp.com//courses/introduction-to-shell
53953323,Developing R Packages,r,Create and share your own R Packages!,Beginner,2 months,5.0,Paid,https://www.datacamp.com//courses/developing-r-packages
61901657,Inference for Numerical Data in R,r,In this course you'll learn techniques for performing statistical inference on numerical data.,Beginner,4 months,4.3,Free,https://www.datacamp.com//courses/inference-for-numerical-data-in-r
59319551,Visualizing Time Series Data in Python,python,"Visualize seasonality, trends and other patterns in your time series data.",Beginner,4 months,3.8,Free,https://www.datacamp.com//courses/visualizing-time-series-data-in-python
50572539,Data Manipulation with data.table in R,r,"Master core concepts about data manipulation such as filtering, selecting and calculating groupwise statistics using ...",Intermediate,9 months,2.1,Free,https://www.datacamp.com//courses/data-manipulation-with-datatable-in-r
24964937,Fundamentals of Bayesian Data Analysis in R,r,"Learn what Bayesian data analysis is, how it works, and why it is a useful tool to have in your data science toolbox.",Beginner,10 months,2.4,Free,https://www.datacamp.com//courses/fundamentals-of-bayesian-data-analysis-in-r
25172250,Working with Dates and Times in R,r,"Learn the essentials of parsing, manipulating and computing with dates and times in R.",Expert,10 months,4.8,Paid,https://www.datacamp.com//courses/working-with-dates-and-times-in-r
75339440,Introduction to Git,git,This course is an introduction to version control with Git for data scientists.,Expert,6 months,3.8,Free,https://www.datacamp.com//courses/introduction-to-git
66602102,Python for R Users,python,This course is for R users who want to get up to speed with Python!,Beginner,6 months,4.4,Free,https://www.datacamp.com//courses/python-for-r-users
69956027,Cluster Analysis in R,r,Develop a strong intuition for how hierarchical and k-means clustering work and learn how to apply them to extract in...,Expert,8 months,3.9,Paid,https://www.datacamp.com//courses/cluster-analysis-in-r
83436431,Introduction to Financial Concepts in Python,python,"Using Python and NumPy, learn the most fundamental financial concepts.",Expert,7 months,4.8,Paid,https://www.datacamp.com//courses/introduction-to-financial-concepts-in-python
21092473,Introduction to Portfolio Risk Management in Python,python,"Evaluate portfolio risk and returns, construct market-cap weighted equity portfolios and learn how to forecast and he...",Intermediate,5 months,2.4,Paid,https://www.datacamp.com//courses/introduction-to-portfolio-risk-management-in-python
93747019,Inference for Categorical Data in R,r,In this course you'll learn how to leverage statistical techniques for working with categorical data.,Expert,10 months,4.2,Free,https://www.datacamp.com//courses/inference-for-categorical-data-in-r
70131848,Conda Essentials,shell,Learn how to easily manage your software using conda.,Intermediate,6 months,3.0,Paid,https://www.datacamp.com//courses/conda-essentials
12326837,Interactive Data Visualization with plotly in R,r,Learn to create interactive graphics entirely in R with plotly.,Intermediate,5 months,2.1,Free,https://www.datacamp.com//courses/interactive-data-visualization-with-plotly-in-r
17324429,Visualizing Big Data with Trelliscope,r,Learn how to visualize big data in R using ggplot2 and trelliscopejs.,Expert,11 months,4.6,Paid,https://www.datacamp.com//courses/visualizing-big-data-with-trelliscope-in-r
24074797,Building Dashboards with flexdashboard,r,In this course you'll learn how to create static and interactive dashboards using flexdashboard and shiny.,Beginner,4 months,3.9,Paid,https://www.datacamp.com//courses/building-dashboards-with-flexdashboard
43576712,Communicating with Data in the Tidyverse,r,Leverage the power of tidyverse tools to create publication-quality graphics and custom-styled reports that communica...,Beginner,3 months,4.6,Free,https://www.datacamp.com//courses/communicating-with-data-in-the-tidyverse
44967338,Introduction to Linear Modeling in Python,python,"Explore the concepts and applications of linear models with python and build models to describe, predict, and extract...",Beginner,5 months,3.3,Paid,https://www.datacamp.com//courses/introduction-to-linear-modeling-in-python
79166688,Introduction to MongoDB in Python,python,Learn to manipulate and analyze flexibly structured data with MongoDB.,Beginner,12 months,2.0,Paid,https://www.datacamp.com//courses/introduction-to-using-mongodb-for-data-science-with-python
18234711,ChIP-seq Workflows in R,r,Learn how to analyse and interpret ChIP-seq data with the help of Bioconductor using a human cancer dataset.,Intermediate,4 months,2.5,Paid,https://www.datacamp.com//courses/chip-seq-with-bioconductor-in-r
29210844,Joining Data with data.table in R,r,This course will show you how to combine and merge datasets with data.table.,Intermediate,1 months,4.2,Paid,https://www.datacamp.com//courses/joining-data-with-datatable-in-r
85460740,Foundations of Functional Programming with purrr,r,Learn to easily summarize and manipulate lists using the purrr package.,Intermediate,2 months,2.4,Paid,https://www.datacamp.com//courses/foundations-of-functional-programming-with-purrr
80583899,Visualization Best Practices in R,r,"Learn to  effectively convey your data with an overview of common charts, alternative visualization types, and percep...",Intermediate,3 months,2.5,Free,https://www.datacamp.com//courses/visualization-best-practices-in-r
12798257,Building Dashboards with shinydashboard,r,In this course you'll learn to build dashboards using the shinydashboard package.,Expert,4 months,2.4,Free,https://www.datacamp.com//courses/building-dashboards-with-shinydashboard
65048845,Modeling with Data in the Tidyverse,r,Explore Linear Regression in a tidy framework.,Expert,2 months,2.7,Free,https://www.datacamp.com//courses/modeling-with-data-in-the-tidyverse
46865447,Human Resources Analytics: Exploring Employee Data in R,r,"Manipulate, visualize, and perform statistical tests on HR data.",Intermediate,9 months,3.6,Free,https://www.datacamp.com//courses/human-resources-analytics-exploring-employee-data-in-r
38968747,Business Process Analytics in R,r,Learn how to analyze business processes in R and extract actionable insights from enormous sets of event data.,Beginner,12 months,2.5,Free,https://www.datacamp.com//courses/business-process-analytics-in-r
91961803,Working with Data in the Tidyverse,r,"Learn to work with data using tools from the tidyverse, and master the important skills of taming and tidying your data.",Intermediate,11 months,2.6,Free,https://www.datacamp.com//courses/working-with-data-in-the-tidyverse
61365555,Supervised Learning in R: Case Studies,r,Apply your supervised machine learning skills by working through four case studies using data from the real world.,Intermediate,3 months,2.3,Free,https://www.datacamp.com//courses/supervised-learning-in-r-case-studies
69967800,Forecasting Product Demand in R,r,"Learn how to identify important drivers of demand, look at seasonal effects, and predict demand for a hierarchy of pr...",Beginner,7 months,3.0,Free,https://www.datacamp.com//courses/forecasting-product-demand-in-r
74110476,Machine Learning for Marketing Analytics in R,r,In this course you'll learn how to use data science for several common marketing tasks.,Intermediate,6 months,3.0,Paid,https://www.datacamp.com//courses/machine-learning-for-marketing-analytics-in-r
88557278,Case Studies: Network Analysis in R,r,Apply fundamental concepts in network analysis to large real-world datasets in 4 different case studies.,Beginner,1 months,3.6,Free,https://www.datacamp.com//courses/case-studies-network-analysis-in-r
52408237,Hierarchical and Mixed Effects Models in R,r,In this course you will learn to fit hierarchical models with random effects.,Beginner,9 months,4.7,Paid,https://www.datacamp.com//courses/hierarchical-and-mixed-effects-models-in-r
15338448,Machine Learning for Time Series Data in Python,python,This course focuses on feature engineering and machine learning for time series data.,Expert,2 months,4.3,Free,https://www.datacamp.com//courses/machine-learning-for-time-series-data-in-python
93879330,Customer Analytics and A/B Testing in Python,python,"Learn how to use Python to create, run, and analyze A/B tests to make proactive business decisions.",Intermediate,10 months,3.3,Paid,https://www.datacamp.com//courses/customer-analytics-and-ab-testing-in-python
45359745,Linear Classifiers in Python,python,In this course you will learn the details of linear classifiers like logistic regression and SVM.,Beginner,1 months,3.7,Free,https://www.datacamp.com//courses/linear-classifiers-in-python
16673765,Human Resources Analytics: Predicting Employee Churn...,python,In this course you'll learn how to apply machine learning in the HR domain.,Intermediate,12 months,3.9,Paid,https://www.datacamp.com//courses/human-resources-analytics-predicting-employee-churn-in-python
41328270,Parallel Programming in R,r,This course covers in detail the tools available in R for parallel computing.,Beginner,1 months,2.4,Free,https://www.datacamp.com//courses/parallel-programming-in-r
13346938,Feature Engineering with PySpark,python,Learn the gritty details that data scientists are spending 70-80% of their time on; data wrangling and feature engine...,Beginner,5 months,4.1,Free,https://www.datacamp.com//courses/feature-engineering-with-pyspark
91045452,Machine Learning with Tree-Based Models in Python,python,"In this course, you'll learn how to use tree-based models and ensembles for regression and classification using sciki...",Beginner,6 months,3.3,Free,https://www.datacamp.com//courses/machine-learning-with-tree-based-models-in-python
65945130,Introduction to Bioconductor,r,"Learn to use essential bioconductor packages using datasets from virus, fungus, human and plants!",Expert,5 months,4.2,Paid,https://www.datacamp.com//courses/introduction-to-bioconductor-in-r
14983175,Human Resources Analytics: Predicting Employee Churn...,r,Predict employee turnover and design retention strategies.,Expert,4 months,3.6,Paid,https://www.datacamp.com//courses/human-resources-analytics-predicting-employee-churn-in-r
81152840,Marketing Analytics: Predicting Customer Churn in Py...,python,Learn how to use Python to analyze customer churn and build a model to predict it.,Intermediate,1 months,3.6,Free,https://www.datacamp.com//courses/marketing-analytics-predicting-customer-churn-in-python
50132037,Data Privacy and Anonymization in R,r,Publicly release data sets with a differential privacy guarantee.,Intermediate,1 months,3.5,Paid,https://www.datacamp.com//courses/data-privacy-and-anonymization-in-r
22880064,Nonlinear Modeling in R with GAMs,r,GAMs model relationships in data as nonlinear functions that are highly adaptable to different types of data science ...,Beginner,8 months,4.5,Paid,https://www.datacamp.com//courses/nonlinear-modeling-in-r-with-gams
89989960,Bayesian Modeling with RJAGS,r,"In this course, you'll learn how to implement more advanced Bayesian models using RJAGS.",Beginner,8 months,4.5,Free,https://www.datacamp.com//courses/bayesian-modeling-with-rjags
40062224,Structural Equation Modeling with lavaan in R,r,Learn how to create and assess measurement models used to confirm the structure of a scale or questionnaire.,Beginner,10 months,2.9,Paid,https://www.datacamp.com//courses/structural-equation-modeling-with-lavaan-in-r
30908980,Differential Expression Analysis with limma in R,r,Learn to use the Bioconductor package limma for differential gene expression analysis.,Expert,6 months,3.1,Paid,https://www.datacamp.com//courses/differential-expression-analysis-with-limma-in-r
48359908,Factor Analysis in R,r,"Explore latent variables, such as personality using exploratory and confirmatory factor analyses.",Beginner,8 months,2.2,Free,https://www.datacamp.com//courses/factor-analysis-in-r
51501675,Introduction to Predictive Analytics in Python,python,In this course you'll learn to use and present logistic regression models for making predictions.,Expert,4 months,4.9,Free,https://www.datacamp.com//courses/introduction-to-predictive-analytics-in-python
89775542,Choice Modeling for Marketing in R,r,Learn to analyze and model customer choice data in R.,Expert,4 months,5.0,Paid,https://www.datacamp.com//courses/choice-modeling-for-marketing-in-r
68221655,Categorical Data in the Tidyverse,r,"Get ready to categorize! In this course,  you will work with non-numerical data, such as job titles or survey respons...",Intermediate,1 months,4.0,Paid,https://www.datacamp.com//courses/categorical-data-in-the-tidyverse
13632664,Multivariate Probability Distributions in R,r,"Learn to analyze, plot, and model multivariate data.",Beginner,8 months,4.0,Free,https://www.datacamp.com//courses/multivariate-probability-distributions-in-r
18441409,Advanced Deep Learning with Keras,python,Build multiple-input and multiple-output deep learning models using Keras.,Expert,3 months,4.3,Paid,https://www.datacamp.com//courses/advanced-deep-learning-with-keras
79484134,Experimental Design in R,r,"In this course you'll learn about basic experimental design, a crucial part of any data analysis.",Expert,10 months,3.3,Paid,https://www.datacamp.com//courses/experimental-design-in-r
30975648,Preprocessing for Machine Learning in Python,python,In this course you'll learn how to get your cleaned data ready for modeling.,Intermediate,6 months,4.9,Free,https://www.datacamp.com//courses/preprocessing-for-machine-learning-in-python
54744445,Machine Learning for Finance in Python,python,"Learn to model and predict stock data values using linear models, decision trees, random forests, and neural networks.",Intermediate,11 months,4.8,Free,https://www.datacamp.com//courses/machine-learning-for-finance-in-python
15540200,Building Response Models in R,r,Learn to build simple models of market response to increase the effectiveness of your marketing plans.,Intermediate,12 months,3.7,Paid,https://www.datacamp.com//courses/building-response-models-in-r
60974289,Bayesian Regression Modeling with rstanarm,r,Learn how to leverage Bayesian estimation methods to make better inferences about linear regression models.,Intermediate,4 months,4.5,Paid,https://www.datacamp.com//courses/bayesian-regression-modeling-with-rstanarm
22630825,Intermediate Functional Programming with purrr,r,"Continue learning with purrr to create robust, clean, and easy to maintain iterative code.",Intermediate,8 months,2.1,Free,https://www.datacamp.com//courses/intermediate-functional-programming-with-purrr
32564242,Introduction to Python for Finance,python,This course introduces Python for financial analysis.,Expert,5 months,3.6,Free,https://www.datacamp.com//courses/introduction-to-python-for-finance
98778552,Analyzing Survey Data in R,r,Learn survey design using common design structures followed by visualizing and analyzing survey results.,Expert,5 months,4.2,Free,https://www.datacamp.com//courses/analyzing-survey-data-in-r
88427472,Mixture Models in R,r,Learn mixture models: a convenient and formal statistical framework for probabilistic clustering and classification.,Intermediate,12 months,4.3,Free,https://www.datacamp.com//courses/mixture-models-in-r
65033221,Network Analysis in the Tidyverse,r,Learn how to analyze and visualize network data in the R programming language using the tidyverse approach.,Expert,8 months,3.8,Free,https://www.datacamp.com//courses/network-analysis-in-the-tidyverse
87917007,Hyperparameter Tuning in R,r,Learn how to tune your model's hyperparameters to get the best predictive results.,Expert,8 months,5.0,Free,https://www.datacamp.com//courses/hyperparameter-tuning-in-r
33604994,Support Vector Machines in R,r,"This course will introduce the support vector machine (SVM) using an intuitive, visual approach.",Beginner,5 months,4.0,Paid,https://www.datacamp.com//courses/support-vector-machines-in-r
71481985,Interactive Maps with leaflet in R,r,Learn how to produce interactive web maps with ease using leaflet.,Beginner,9 months,3.1,Free,https://www.datacamp.com//courses/interactive-maps-with-leaflet-in-r
36453211,Analyzing Election and Polling Data in R,r,"Learn R for data science by wrangling, visualizing, and modeling political data like polls and election results.",Expert,11 months,4.6,Paid,https://www.datacamp.com//courses/analyzing-election-and-polling-data-in-r
40237571,A/B Testing in R,r,"Learn A/B testing: including hypothesis testing, experimental design, and confounding variables.",Beginner,6 months,4.2,Free,https://www.datacamp.com//courses/ab-testing-in-r
83232485,RNA-Seq with Bioconductor in R,r,Use RNA-Seq differential expression analysis to identify genes likely to be important for different diseases or condi...,Intermediate,6 months,5.0,Paid,https://www.datacamp.com//courses/rna-seq-with-bioconductor-in-r
90165513,Analyzing Police Activity with pandas,python,Explore the Stanford Open Policing Project dataset and analyze the impact of gender on police behavior using pandas.,Intermediate,2 months,3.0,Paid,https://www.datacamp.com//courses/analyzing-police-activity-with-pandas
11158318,Analyzing US Census Data in R,r,Learn to rapidly visualize and explore demographic data from the United States Census Bureau using tidyverse tools.,Expert,11 months,4.8,Free,https://www.datacamp.com//courses/analyzing-us-census-data-in-r
31722961,Conda for Building & Distributing Packages,shell,Learn how to write Conda recipes and share them on Anaconda Cloud.,Expert,3 months,4.4,Free,https://www.datacamp.com//courses/building-and-distributing-packages-with-conda
22359471,Intermediate Data Visualization with Seaborn,python,"Use Seaborn's sophisticated visualization tools to make beautiful, informative visualizations with ease.",Beginner,10 months,3.1,Free,https://www.datacamp.com//courses/intermediate-data-visualization-with-seaborn
49447477,Anomaly Detection in R,r,Learn statistical tests for identifying outliers and how to use sophisticated anomaly scoring algorithms.,Intermediate,6 months,4.0,Free,https://www.datacamp.com//courses/anomaly-detection-in-r
56933739,Statistical Simulation in Python,python,Learn to solve increasingly complex problems using simulations to generate and analyze data.,Intermediate,7 months,4.4,Free,https://www.datacamp.com//courses/statistical-simulation-in-python
49074261,Financial Forecasting in Python,python,Step into the role of CFO and learn how to advise a board of directors on key metrics while building a financial fore...,Expert,7 months,2.8,Free,https://www.datacamp.com//courses/financial-forecasting-in-python
35835624,Dealing With Missing Data in R,r,"Make it easy to visualise, explore, and impute missing data with naniar, a tidyverse friendly approach to missing data.",Intermediate,3 months,4.3,Free,https://www.datacamp.com//courses/dealing-with-missing-data-in-r
78990182,Python for MATLAB Users,python,"Transition from MATLAB by learning some fundamental Python concepts, and diving into the NumPy and Matplotlib packages.",Intermediate,8 months,4.3,Free,https://www.datacamp.com//courses/python-for-matlab-users
79292082,Visualizing Geospatial Data in Python,python,Learn how to make attractive visualizations of geospatial data in Python using the geopandas package and folium maps.,Expert,9 months,3.8,Paid,https://www.datacamp.com//courses/visualizing-geospatial-data-in-python
36147033,Survival Analysis in R,r,"Learn to work with time-to-event data. The event may be death or finding a job after unemployment. Learn to estimate,...",Intermediate,2 months,3.7,Free,https://www.datacamp.com//courses/survival-analysis-in-r
59504443,Biomedical Image Analysis in Python,python,"Learn the fundamentals of exploring, manipulating, and measuring biomedical image data.",Intermediate,9 months,2.4,Free,https://www.datacamp.com//courses/biomedical-image-analysis-in-python
56516088,Building Recommendation Engines with PySpark,python,Learn tools and techniques to leverage your own big data to facilitate positive experiences for your users.,Beginner,10 months,3.2,Free,https://www.datacamp.com//courses/recommendation-engines-in-pyspark
83007946,Financial Analytics in R,r,Learn how to speak the language (and do the math!) of corporate finance to pitch your next great business idea.,Intermediate,6 months,3.5,Paid,https://www.datacamp.com//courses/financial-analytics-in-r
26968623,Interactive Data Visualization with rbokeh,r,Learn rbokeh: a visualization library for interactive web-based plots.,Beginner,1 months,3.1,Paid,https://www.datacamp.com//courses/interactive-data-visualization-with-rbokeh
39746917,Intermediate Interactive Data Visualization with plo...,r,Learn to create animated graphics and linked views entirely in R with plotly.,Beginner,4 months,3.6,Free,https://www.datacamp.com//courses/intermediate-interactive-data-visualization-with-plotly-in-r
25894583,Machine Learning in the Tidyverse,r,"Leverage the tools in the tidyverse to generate, explore and evaluate machine learning models.",Intermediate,9 months,2.3,Paid,https://www.datacamp.com//courses/machine-learning-in-the-tidyverse
39832604,Predictive Analytics using Networked Data in R,r,Learn to predict labels of nodes in networks using network learning and by extracting descriptive features from the n...,Intermediate,2 months,2.5,Free,https://www.datacamp.com//courses/predictive-analytics-using-networked-data-in-r
78960858,Pivot Tables in Spreadsheets,spreadsheets,"Explore the world of Pivot Tables within Google Sheets, and learn how to quickly organize thousands of data points wi...",Intermediate,8 months,4.4,Free,https://www.datacamp.com//courses/pivot-tables-in-spreadsheets
34596811,Intermediate SQL Server,sql,"In this course, you will use T-SQL, the flavor of SQL used in Microsoft's SQL Server for data analysis.",Expert,6 months,2.0,Paid,https://www.datacamp.com//courses/intermediate-t-sql
71701955,Web Scraping in Python,python,Learn to retrieve and parse information from the internet using the Python library scrapy.,Beginner,1 months,5.0,Paid,https://www.datacamp.com//courses/web-scraping-with-python
73654759,Working with Geospatial Data in Python,python,This course will show you how to integrate spatial data into your Python Data Science workflow.,Intermediate,8 months,4.0,Paid,https://www.datacamp.com//courses/working-with-geospatial-data-in-python
51755388,Designing and Analyzing Clinical Trials in R,r,"In this course you will gain an overview clinical trial designs, determine the numbers of patients needed and conduct...",Expert,2 months,2.3,Paid,https://www.datacamp.com//courses/designing-and-analyzing-clinical-trials-in-r
64282728,Single-Cell RNA-Seq Workflows in R,r,"Analyze single-cell RNA-Seq data  using normalization, dimensionality reduction, clustering and differential expression.",Expert,1 months,3.2,Paid,https://www.datacamp.com//courses/single-cell-rna-seq-with-bioconductor-in-r
78905691,Intermediate Spreadsheets,spreadsheets,"Expand your spreadsheets vocabulary by diving deeper into data types, including numeric data, logical data, and missi...",Intermediate,10 months,2.8,Free,https://www.datacamp.com//courses/intermediate-spreadsheets
